0,243
1,243
2,243
3,243
4,243
5,243
6,243
7,243
8,243
9,243
10,243
11,243
12,243
13,243
14,243
15,243
16,243
17,243
18,243
19,243
20,243
21,243
22,243
23,243
24,243
25,243
26,243
27,243
28,243
29,243
30,243
31,243
32,243
33,243
34,243
35,243
36,243
37,243
38,243
39,243
40,243
41,243
42,243
43,243
44,243
45,243
46,243
47,243
48,243
49,243
50,243
51,243
52,243
53,243
54,243
55,243
56,243
57,243
58,243
59,243
60,243
61,243
62,243
63,243
64,243
65,243
66,243
67,243
68,243
69,243
70,243
71,243
72,243
73,243
74,243
75,243
76,243
77,243
78,243
79,243
80,243
81,243
82,243
83,243
84,243
85,243
86,243
87,243
88,243
89,243
90,243
91,243
92,243
93,243
94,243
95,243
96,243
97,243
98,243
99,243
100,243
101,243
102,243
103,243
104,243
105,243
106,243
107,243
108,243
109,243
110,243
111,243
112,243
113,243
114,243
115,243
116,243
117,243
118,243
119,243
120,243
121,243
122,243
123,243
124,243
125,243
126,243
127,243
128,243
129,243
130,243
131,243
132,243
133,243
134,243
135,243
136,243
137,243
138,243
139,243
140,243
141,243
142,243
143,243
144,243
145,243
146,243
147,243
148,243
149,243
150,243
151,243
152,243
153,243
154,243
155,243
156,243
157,243
158,243
159,243
160,243
161,243
162,243
163,243
164,243
165,243
166,243
167,243
168,243
169,243
170,243
171,243
172,243
173,243
174,243
175,243
176,243
177,243
178,243
179,243
180,243
181,243
182,243
183,243
184,243
185,243
186,243
187,243
188,243
189,243
190,243
191,243
192,243
193,243
194,243
195,243
196,243
197,243
198,243
199,243
200,243
201,243
202,243
203,243
204,243
205,243
206,243
207,243
208,243
209,243
210,243
211,243
212,243
213,243
214,243
215,243
216,243
217,243
218,243
219,243
220,243
221,243
222,243
223,243
224,243
225,243
226,243
227,243
228,243
229,253
230,253
231,253
232,253
233,253
234,253
235,253
236,253
237,253
238,253
239,253
240,253
241,253
242,253
243,253
244,253
245,253
246,253
247,253
248,253
249,253
250,253
251,253
252,253
253,253
254,253
255,253
256,253
257,253
258,253
259,253
260,253
261,253
262,253
263,253
264,253
265,253
266,253
267,253
268,253
269,253
270,253
271,253
272,253
273,253
274,253
275,253
276,253
277,253
278,253
279,253
280,253
281,253
282,253
283,253
284,253
285,253
286,253
287,253
288,253
289,253
290,253
291,253
292,253
293,253
294,253
295,253
296,253
297,253
298,253
299,253
300,253
301,253
302,253
303,253
304,253
305,253
306,253
307,253
308,253
309,253
310,253
311,253
312,253
313,253
314,253
315,253
316,253
317,253
318,253
319,253
320,253
321,253
322,253
323,253
324,253
325,253
326,253
327,253
328,253
329,253
330,253
331,253
332,253
333,253
334,253
335,253
336,253
337,253
338,253
339,253
340,253
341,253
342,253
343,253
344,253
345,253
346,253
347,253
348,253
349,253
350,253
351,253
352,253
353,253
354,253
355,253
356,253
357,253
358,253
359,253
360,253
361,253
362,253
363,253
364,253
365,253
366,253
367,253
368,253
369,253
370,253
371,253
372,253
373,253
374,253
375,253
376,253
377,253
378,253
379,253
380,253
381,253
382,253
383,253
384,253
385,253
386,253
387,253
388,253
389,253
390,253
391,253
392,253
393,253
394,253
395,253
396,253
397,253
398,253
399,253
400,253
401,253
402,253
403,253
404,253
405,253
406,253
407,253
408,253
409,253
410,253
411,253
412,253
413,253
414,253
415,253
416,253
417,253
418,253
419,253
420,253
421,253
422,253
423,253
424,253
425,253
426,253
427,253
428,253
429,253
430,253
431,253
432,253
433,253
434,253
435,253
436,253
437,253
438,253
439,253
440,253
441,253
442,253
443,253
444,253
445,253
446,253
447,253
448,253
449,253
450,253
451,253
452,253
453,253
454,253
455,253
456,253
457,253
458,253
459,253
460,253
461,253
462,253
463,253
464,253
465,253
466,253
467,253
468,253
469,253
470,253
471,253
472,253
473,253
474,253
475,253
476,253
477,253
478,253
479,253
480,253
481,253
482,253
483,253
484,253
485,253
486,253
487,253
488,276
489,276
490,276
491,276
492,276
493,276
494,276
495,276
496,276
497,276
498,276
499,276
500,276
0,243
1,243
2,243
3,243
4,243
5,243
6,243
7,243
8,243
9,243
10,243
11,243
12,243
13,243
14,243
15,243
16,243
17,243
18,243
19,243
20,243
21,243
22,243
23,243
24,243
25,243
26,243
27,243
28,243
29,243
30,243
31,243
32,243
33,243
34,243
35,243
36,243
37,243
38,243
39,243
40,243
41,243
42,243
43,243
44,243
45,243
46,243
47,243
48,243
49,243
50,243
51,243
52,243
53,243
54,243
