0,116
1,116
2,120
3,120
4,120
5,120
6,123
7,140
8,140
9,140
10,140
11,140
12,140
13,140
14,140
15,140
16,140
17,140
18,140
19,146
20,146
21,146
22,146
23,146
24,146
25,146
26,146
27,146
28,146
29,146
30,146
31,146
32,146
33,146
34,146
35,146
36,146
37,146
38,146
39,146
40,146
41,146
42,146
43,146
44,146
45,146
46,146
47,146
48,146
49,146
50,146
51,146
52,146
53,146
54,146
55,146
56,146
57,146
58,146
59,146
60,146
61,146
62,146
63,146
64,146
65,146
66,146
67,146
68,146
69,146
70,146
71,146
72,146
73,146
74,146
75,146
76,146
77,146
78,146
79,146
80,146
81,146
82,146
83,146
84,146
85,146
86,146
87,146
88,146
89,146
90,146
91,146
92,146
93,146
94,146
95,146
96,146
97,146
98,146
99,146
100,146
101,146
102,146
103,146
104,146
105,146
106,146
107,146
108,146
109,146
110,146
111,146
112,146
113,146
114,146
115,146
116,146
117,146
118,146
119,146
120,146
121,146
122,170
123,170
124,170
125,170
126,170
127,170
128,170
129,170
130,170
131,170
132,170
133,170
134,170
135,170
136,170
137,170
138,170
139,170
140,170
141,170
142,170
143,170
144,170
145,170
146,170
147,170
148,170
149,170
150,170
151,170
152,170
153,170
154,170
155,170
156,170
157,170
158,170
159,170
160,170
161,170
162,170
163,170
164,170
165,170
166,170
167,170
168,170
169,170
170,170
171,170
172,170
173,170
174,170
175,170
176,170
177,170
178,170
179,170
180,170
181,170
182,170
183,170
184,170
185,170
186,170
187,170
188,170
189,170
190,170
191,170
192,170
193,170
194,170
195,170
196,170
197,170
198,170
199,170
200,170
201,170
202,170
203,170
204,170
205,170
206,170
207,170
208,170
209,170
210,170
211,170
212,170
213,170
214,170
215,170
216,170
217,170
218,170
219,170
220,170
221,170
222,170
223,170
224,170
225,170
226,170
227,170
228,170
229,170
230,170
231,170
232,170
233,170
234,170
235,170
236,170
237,170
238,170
239,170
240,170
241,170
242,170
243,170
244,170
245,170
246,170
247,170
248,170
249,170
250,170
251,170
252,170
253,170
254,170
255,170
256,170
257,170
258,170
259,170
260,170
261,170
262,170
263,170
264,170
265,170
266,170
267,170
268,170
269,170
270,170
271,170
272,170
273,170
274,170
275,170
276,170
277,170
278,170
279,170
280,170
281,170
282,170
283,170
284,170
285,170
286,170
287,170
288,170
289,170
290,170
291,170
292,170
293,170
294,170
295,170
296,170
297,170
298,170
299,170
300,170
